     1  0.12500000E-04  0.12500000E-04  0.00000000E+00  0.00000000E+00
     2  0.12500000E-04  0.37500000E-04  0.00000000E+00  0.00000000E+00
     3  0.12500000E-04  0.62500000E-04  0.00000000E+00  0.00000000E+00
     4  0.12500000E-04  0.87500000E-04  0.00000000E+00  0.00000000E+00
     5  0.12500000E-04  0.11250000E-03  0.00000000E+00  0.00000000E+00
     6  0.12500000E-04  0.13750000E-03  0.00000000E+00  0.00000000E+00
     7  0.12500000E-04  0.16250000E-03  0.00000000E+00  0.00000000E+00
     8  0.12500000E-04  0.18750000E-03  0.00000000E+00  0.00000000E+00
     9  0.12500000E-04  0.21250000E-03  0.00000000E+00  0.00000000E+00
    10  0.12500000E-04  0.23750000E-03  0.00000000E+00  0.00000000E+00
    11  0.12500000E-04  0.26250000E-03  0.00000000E+00  0.00000000E+00
    12  0.12500000E-04  0.28750000E-03  0.00000000E+00  0.00000000E+00
    13  0.12500000E-04  0.31250000E-03  0.00000000E+00  0.00000000E+00
    14  0.12500000E-04  0.33750000E-03  0.00000000E+00  0.00000000E+00
    15  0.12500000E-04  0.36250000E-03  0.00000000E+00  0.00000000E+00
    16  0.12500000E-04  0.38750000E-03  0.00000000E+00  0.00000000E+00
    17  0.12500000E-04  0.41250000E-03  0.00000000E+00  0.00000000E+00
    18  0.12500000E-04  0.43750000E-03  0.00000000E+00  0.00000000E+00
    19  0.12500000E-04  0.46250000E-03  0.00000000E+00  0.00000000E+00
    20  0.12500000E-04  0.48750000E-03  0.00000000E+00  0.00000000E+00
    21  0.12500000E-04  0.51250000E-03  0.00000000E+00  0.00000000E+00
    22  0.12500000E-04  0.53750000E-03  0.00000000E+00  0.00000000E+00
    23  0.12500000E-04  0.56250000E-03  0.00000000E+00  0.00000000E+00
    24  0.12500000E-04  0.58750000E-03  0.00000000E+00  0.00000000E+00
    25  0.12500000E-04  0.61250000E-03  0.00000000E+00  0.00000000E+00
    26  0.12500000E-04  0.63750000E-03  0.00000000E+00  0.00000000E+00
    27  0.12500000E-04  0.66250000E-03  0.00000000E+00  0.00000000E+00
    28  0.12500000E-04  0.68750000E-03  0.00000000E+00  0.00000000E+00
    29  0.12500000E-04  0.71250000E-03  0.00000000E+00  0.00000000E+00
    30  0.12500000E-04  0.73750000E-03  0.00000000E+00  0.00000000E+00
    31  0.12500000E-04  0.76250000E-03  0.00000000E+00  0.00000000E+00
    32  0.12500000E-04  0.78750000E-03  0.00000000E+00  0.00000000E+00
    33  0.12500000E-04  0.81250000E-03  0.00000000E+00  0.00000000E+00
    34  0.12500000E-04  0.83750000E-03  0.00000000E+00  0.00000000E+00
    35  0.12500000E-04  0.86250000E-03  0.00000000E+00  0.00000000E+00
    36  0.12500000E-04  0.88750000E-03  0.00000000E+00  0.00000000E+00
    37  0.12500000E-04  0.91250000E-03  0.00000000E+00  0.00000000E+00
    38  0.12500000E-04  0.93750000E-03  0.00000000E+00  0.00000000E+00
    39  0.12500000E-04  0.96250000E-03  0.00000000E+00  0.00000000E+00
    40  0.12500000E-04  0.98750000E-03  0.00000000E+00  0.00000000E+00
    41  0.37500000E-04  0.12500000E-04  0.00000000E+00  0.00000000E+00
    42  0.37500000E-04  0.37500000E-04  0.00000000E+00  0.00000000E+00
    43  0.37500000E-04  0.62500000E-04  0.00000000E+00  0.00000000E+00
    44  0.37500000E-04  0.87500000E-04  0.00000000E+00  0.00000000E+00
    45  0.37500000E-04  0.11250000E-03  0.00000000E+00  0.00000000E+00
    46  0.37500000E-04  0.13750000E-03  0.00000000E+00  0.00000000E+00
    47  0.37500000E-04  0.16250000E-03  0.00000000E+00  0.00000000E+00
    48  0.37500000E-04  0.18750000E-03  0.00000000E+00  0.00000000E+00
    49  0.37500000E-04  0.21250000E-03  0.00000000E+00  0.00000000E+00
    50  0.37500000E-04  0.23750000E-03  0.00000000E+00  0.00000000E+00
    51  0.37500000E-04  0.26250000E-03  0.00000000E+00  0.00000000E+00
    52  0.37500000E-04  0.28750000E-03  0.00000000E+00  0.00000000E+00
    53  0.37500000E-04  0.31250000E-03  0.00000000E+00  0.00000000E+00
    54  0.37500000E-04  0.33750000E-03  0.00000000E+00  0.00000000E+00
    55  0.37500000E-04  0.36250000E-03  0.00000000E+00  0.00000000E+00
    56  0.37500000E-04  0.38750000E-03  0.00000000E+00  0.00000000E+00
    57  0.37500000E-04  0.41250000E-03  0.00000000E+00  0.00000000E+00
    58  0.37500000E-04  0.43750000E-03  0.00000000E+00  0.00000000E+00
    59  0.37500000E-04  0.46250000E-03  0.00000000E+00  0.00000000E+00
    60  0.37500000E-04  0.48750000E-03  0.00000000E+00  0.00000000E+00
    61  0.37500000E-04  0.51250000E-03  0.00000000E+00  0.00000000E+00
    62  0.37500000E-04  0.53750000E-03  0.00000000E+00  0.00000000E+00
    63  0.37500000E-04  0.56250000E-03  0.00000000E+00  0.00000000E+00
    64  0.37500000E-04  0.58750000E-03  0.00000000E+00  0.00000000E+00
    65  0.37500000E-04  0.61250000E-03  0.00000000E+00  0.00000000E+00
    66  0.37500000E-04  0.63750000E-03  0.00000000E+00  0.00000000E+00
    67  0.37500000E-04  0.66250000E-03  0.00000000E+00  0.00000000E+00
    68  0.37500000E-04  0.68750000E-03  0.00000000E+00  0.00000000E+00
    69  0.37500000E-04  0.71250000E-03  0.00000000E+00  0.00000000E+00
    70  0.37500000E-04  0.73750000E-03  0.00000000E+00  0.00000000E+00
    71  0.37500000E-04  0.76250000E-03  0.00000000E+00  0.00000000E+00
    72  0.37500000E-04  0.78750000E-03  0.00000000E+00  0.00000000E+00
    73  0.37500000E-04  0.81250000E-03  0.00000000E+00  0.00000000E+00
